Time in Seconds,Acceleration_Z,OrientSensor_Azimuth,OrientSensor_Pitch,OrientSensor_Roll,FusedOrientation_Azimuth,FusedOrientation_Pitch,FusedOrientation_Roll,AccelOrient_Azimuth,AccelOrient_Pitch,AccelOrient_Roll
00:00.9,11.052447,134.50359,-127.669655,4.5282507,0,0,0,123.0251488,27.64415589,7.425575052
00:00.9,6.058627,135.9109,-131.70839,-7.17615,0,0,0,150.5272606,34.9950138,15.80557683
00:00.9,6.058627,135.9109,-131.70839,-7.17615,0,0,0,150.5272606,34.9950138,15.80557683
00:00.9,6.058627,135.9109,-131.70839,-7.17615,0,0,0,150.5272606,34.9950138,15.80557683
00:00.9,6.058627,135.9109,-131.70839,-7.17615,0,0,0,150.5272606,34.9950138,15.80557683
00:00.9,6.058627,135.9109,-131.70839,-7.17615,0,0,0,150.5272606,34.9950138,15.80557683
00:00.9,6.058627,135.9109,-131.70839,-7.17615,0,0,0,150.5272606,34.9950138,15.80557683
00:00.9,0.52582276,134.77031,-136.29016,-15.530377,0,0,0,4.374159012,81.40657268,1.629133626
00:00.9,0.52582276,134.77031,-136.29016,-15.530377,0,0,0,4.374159012,81.40657268,1.629133626
00:00.9,0.52582276,134.77031,-136.29016,-15.530377,0,0,0,4.374159012,81.40657268,1.629133626
00:00.9,0.52582276,134.77031,-136.29016,-15.530377,0,0,0,4.374159012,81.40657268,1.629133626
00:00.9,0.52582276,134.77031,-136.29016,-15.530377,0,0,0,4.374159012,81.40657268,1.629133626
00:00.9,0.52582276,134.77031,-136.29016,-15.530377,0,0,0,4.374159012,81.40657268,1.629133626
00:00.9,-3.2392836,130.84909,-141.76764,-19.61666,0,0,0,151.9847137,38.01181273,-148.517819
00:00.9,-3.2392836,130.84909,-141.76764,-19.61666,0,0,0,151.9847137,38.01181273,-148.517819
00:00.9,-3.2392836,130.84909,-141.76764,-19.61666,0,0,0,151.9847137,38.01181273,-148.517819
00:00.9,-3.2392836,130.84909,-141.76764,-19.61666,0,0,0,151.9847137,38.01181273,-148.517819
00:00.9,-3.2392836,130.84909,-141.76764,-19.61666,0,0,0,151.9847137,38.01181273,-148.517819
00:00.9,-3.2392836,130.84909,-141.76764,-19.61666,0,0,0,151.9847137,38.01181273,-148.517819
00:00.9,-2.6578279,124.959366,-148.02432,-19.874758,0,0,0,133.0674939,34.71955227,-130.5985581
00:01.0,-2.6578279,124.959366,-148.02432,-19.874758,0,0,0,133.0674939,34.71955227,-130.5985581
00:01.0,-2.6578279,124.959366,-148.02432,-19.874758,0,0,0,133.0674939,34.71955227,-130.5985581
00:01.0,-2.6578279,124.959366,-148.02432,-19.874758,0,0,0,133.0674939,34.71955227,-130.5985581
00:01.0,-2.6578279,124.959366,-148.02432,-19.874758,0,0,0,133.0674939,34.71955227,-130.5985581
00:01.0,-2.6578279,124.959366,-148.02432,-19.874758,0,0,0,133.0674939,34.71955227,-130.5985581
00:01.0,-0.7369894,118.60864,-154.78513,-17.691612,0,0,0,111.3306491,54.04720494,-104.0499339
00:01.0,-0.7369894,118.60864,-154.78513,-17.691612,0,0,0,111.3306491,54.04720494,-104.0499339
00:01.0,-0.7369894,118.60864,-154.78513,-17.691612,0,0,0,111.3306491,54.04720494,-104.0499339
00:01.0,-0.7369894,118.60864,-154.78513,-17.691612,0,0,0,111.3306491,54.04720494,-104.0499339
00:01.0,-0.7369894,118.60864,-154.78513,-17.691612,0,0,0,111.3306491,54.04720494,-104.0499339
00:01.0,-0.7369894,118.60864,-154.78513,-17.691612,0,0,0,111.3306491,54.04720494,-104.0499339
